button press for z-direction,X Payload Deflection (mm),X Crane Position (mm),X Actual Velocity (mm/sec),Z-axis actual position,button press for x-direction,Time Y-dir (sec),Y Payload Deflection (mm),Y Crane Position (mm),Y Actual Velocity (mm/sec),Z-axis actual velocity,button press for y direction
0,-38,472,61,1729,0,31.47253,-42,209,2,0,0
0,-38,475,61,1729,0,31.52359,-47,209,2,0,0
0,-39,478,60,1729,0,31.57475,-57,209,2,0,0
0,-39,481,60,1729,0,31.62553,-60,209,2,0,0
0,-39,485,59,1729,0,31.67657,-62,209,4,0,0
0,-39,488,59,1729,0,31.72785,-63,209,4,0,0
0,-39,490,58,1729,0,31.77871,-64,210,4,0,0
0,-39,493,58,1729,0,31.82965,-64,210,4,0,0
0,-39,496,57,1729,0,31.88085,-61,210,4,0,0
0,-39,499,57,1729,0,31.93163,-57,210,4,0,0
0,-39,502,56,1729,0,31.98255,-55,210,2,0,0
0,-39,505,55,1729,0,32.0339,-50,210,2,0,0
0,-39,508,55,1729,0,32.08464,-45,211,2,0,0
0,-39,511,54,1729,0,32.13569,-41,211,2,0,0
0,-39,513,53,1729,0,32.18691,-36,211,2,0,0
0,-39,516,53,1729,0,32.2377,-18,211,2,0,0
0,-39,519,52,1729,0,32.28866,-11,211,2,0,0
0,-39,521,51,1729,0,32.33995,-4,211,2,0,0
0,-39,524,51,1729,0,32.39069,4,211,0,0,0
0,-39,526,50,1729,0,32.44178,11,211,0,0,0
0,-39,529,49,1729,0,32.49294,18,211,0,0,0
0,-39,531,48,1729,0,32.54386,25,211,0,0,0
0,-39,534,48,1729,0,32.59473,32,211,0,0,0
0,-39,536,47,1729,0,32.64602,39,211,-2,0,0
0,-39,539,46,1729,0,32.69696,47,211,-2,0,0
0,-39,541,45,1729,0,32.74781,62,211,-2,0,0
0,-39,543,44,1729,0,32.799,68,211,-2,0,0
0,-39,545,43,1729,0,32.84982,73,211,-2,0,0
0,-39,547,42,1729,0,32.9008,76,211,-2,0,0
0,-39,550,41,1729,0,32.95213,80,210,-2,0,0
0,-39,552,41,1729,0,33.00281,82,210,-2,0,0
0,-39,554,40,1729,0,33.05391,85,210,-2,0,0
0,-39,556,39,1729,0,33.10506,87,210,-2,0,0
0,-39,558,38,1729,0,33.15582,86,210,-2,0,0
0,-39,560,37,1729,0,33.20694,85,210,-2,0,0
0,-39,561,36,1729,0,33.25812,81,210,-2,0,0
0,-39,563,35,1729,0,33.30898,79,210,-2,0,0
0,-39,565,33,1729,0,33.35991,75,210,-2,0,0
0,-41,567,32,1729,0,33.41111,62,209,-2,0,0
0,-41,568,31,1729,0,33.46193,56,209,-2,0,0
0,-41,570,30,1729,0,33.5129,50,209,-2,0,0
0,-41,571,29,1729,0,33.56421,43,209,-2,0,0
0,-41,573,28,1729,0,33.6149,36,209,-2,0,0
0,-41,574,27,1729,0,33.66601,29,209,0,0,0
0,-39,575,26,1729,0,33.71712,21,209,0,0,0
0,-39,577,24,1729,0,33.76796,14,209,0,0,0
0,-41,578,23,1729,0,33.81894,-5,209,0,0,0
0,-39,579,22,1729,0,33.87021,-12,209,0,0,0
0,-39,580,21,1729,0,33.92097,-18,209,0,0,0
0,-39,581,19,1729,0,33.97201,-25,209,2,0,0
0,-39,582,18,1729,0,34.02316,-31,209,2,0,0
0,-39,583,17,1729,0,34.07435,-37,209,2,0,0
0,-39,584,16,1729,0,34.12502,-42,209,2,0,0
0,-39,584,14,1729,0,34.17624,-47,210,2,0,0
0,-39,585,13,1729,0,34.22702,-51,210,2,0,0
0,-41,586,11,1729,0,34.27806,-60,210,2,0,0
0,-41,586,10,1729,0,34.32917,-62,210,2,0,0
0,-41,587,9,1729,0,34.38009,-63,210,2,0,0
0,-41,587,7,1729,0,34.43107,-63,210,2,0,0
0,-41,587,6,1729,0,34.53296,-63,210,2,0,0
0,-41,587,4,1729,0,34.53296,-62,210,2,0,0
0,-41,588,3,1729,0,34.58403,-60,210,2,0,0
0,-41,588,1,1729,0,34.6353,-57,210,2,0,0
0,-41,588,1,1729,0,34.68616,-55,211,2,0,0
0,-41,588,0,1729,0,34.73737,-43,211,0,0,0
0,-41,588,0,1729,0,34.83923,-38,211,0,0,0
0,-39,588,0,1729,0,34.89005,-32,211,0,0,0
0,-39,588,0,1729,0,34.94131,-26,211,0,0,0
0,-39,588,0,1729,0,34.94131,-20,211,0,0,0
0,-39,588,0,1729,0,35.09464,-13,211,0,0,0
0,-39,588,0,1729,0,35.09464,-6,211,0,0,0
0,-39,588,0,1729,0,35.14512,0,211,0,0,0
0,-39,588,0,1729,0,35.24723,14,211,0,0,0
0,-39,588,0,1729,0,35.29815,21,211,0,0,0
0,-39,588,0,1729,0,35.34919,29,211,0,0,0
0,-41,588,0,1729,0,35.4003,48,211,0,0,0
0,-41,588,0,1729,0,35.50277,54,211,0,0,0
0,-41,588,0,1729,0,35.55332,60,211,0,0,0
0,-41,588,0,1729,0,35.60424,66,211,0,0,0
0,-41,588,0,1729,0,35.65518,70,211,0,0,0
0,-41,588,0,1729,0,35.65518,75,211,0,0,0
0,-41,588,0,1729,0,35.80863,79,211,0,0,0
0,-42,588,0,1729,0,35.85939,86,211,0,0,0
0,-42,588,0,1729,0,35.85939,87,211,0,0,0
0,-42,588,0,1729,0,36.01287,87,211,0,0,0
0,-42,588,0,1729,0,36.01287,87,211,0,0,0
0,-42,588,0,1729,0,36.06337,86,211,0,0,0
0,-42,588,0,1729,0,36.21671,85,211,0,0,0
0,-41,588,0,1729,0,36.21671,78,211,0,0,0
0,-41,588,0,1729,0,36.26749,73,211,0,0,0
0,-41,588,0,1729,0,36.31855,69,211,0,0,0
0,-41,588,0,1729,0,36.36945,63,211,0,0,0
0,-41,588,0,1729,0,36.47143,59,211,0,0,0
0,-41,588,0,1729,0,36.5223,53,211,0,0,0
0,-41,588,0,1729,0,36.62497,35,211,0,0,0
0,-41,588,0,1729,0,36.67536,27,211,0,0,0
0,-41,588,0,1729,0,36.67536,20,211,0,0,0
0,-41,588,0,1729,0,36.82896,13,211,0,0,0
0,-41,588,0,1729,0,36.87946,6,211,0,0,0
0,-41,588,0,1729,0,36.9817,-1,211,0,0,0
0,-41,588,0,1729,0,37.03255,-8,211,0,0,0
0,-41,588,0,1729,0,37.13487,-16,211,0,0,0
0,-41,588,0,1729,0,37.18552,-23,211,0,0,0
0,-41,588,0,1729,0,37.28796,-38,211,0,0,0
0,-41,588,0,1729,0,37.33858,-43,211,0,0,0
0,-41,588,0,1729,0,37.38978,-48,211,0,0,0
0,-42,588,0,1729,0,37.49195,-53,211,0,0,0
0,-42,588,0,1729,0,37.54278,-55,211,0,0,0
0,-41,588,0,1729,0,37.59354,-59,211,0,0,0
0,-41,588,0,1729,0,37.69606,-61,211,0,0,0
0,-42,588,0,1729,0,37.7465,-62,211,0,0,0
0,-42,588,0,1729,0,37.84917,-62,211,0,0,0
0,-42,588,0,1729,0,37.89964,-61,211,0,0,0
0,-42,588,0,1729,0,38.00218,-59,211,0,0,0
0,-42,588,0,1729,0,38.05264,-56,211,0,0,0
0,-42,588,0,1729,0,38.15524,-53,211,0,0,0
0,-42,588,0,1729,0,38.20565,-49,211,0,0,0
0,-42,588,0,1729,0,38.35909,-44,211,0,0,0
0,-42,588,0,1729,0,38.35909,-39,211,0,0,0
0,-42,588,0,1729,0,38.51167,-35,211,0,0,0
0,-41,588,0,1729,0,38.51167,-21,211,0,0,0
0,-42,588,0,1729,0,38.56316,-16,211,0,0,0
0,-42,588,0,1729,0,38.71611,4,211,0,0,0
0,-42,588,0,1729,0,38.71611,11,211,0,0,0
0,-42,588,0,1729,0,38.86924,18,211,0,0,0
0,-42,588,0,1729,0,38.91999,25,211,0,0,0
0,-42,588,0,1729,0,39.02222,31,211,0,0,0
0,-43,588,0,1729,0,39.07304,38,211,0,0,0
0,-43,588,0,1729,0,39.17527,45,211,0,0,0
0,-43,588,0,1729,0,39.22585,51,211,0,0,0
0,-43,588,0,1729,0,39.32825,63,211,0,0,0
0,-43,588,0,1729,0,39.48101,75,211,0,0,0
0,-43,588,0,1729,0,39.58331,79,211,0,0,0
0,-43,588,0,1729,0,39.63395,81,211,0,0,0
0,-43,588,0,1729,0,39.73621,84,211,0,0,0
0,-43,588,0,1729,0,39.78701,85,211,0,0,0
0,-43,588,0,1729,0,39.88933,86,211,0,0,0
0,-43,588,0,1729,0,39.94001,86,211,0,0,0
0,-43,588,0,1729,0,40.04226,86,211,0,0,0
0,-43,588,0,1729,0,40.09308,80,211,0,0,0
0,-43,588,0,1729,0,40.19554,78,211,0,0,0
0,-43,588,0,1729,0,40.24596,74,211,0,0,0
0,-43,588,0,1729,0,40.39949,69,211,0,0,0
0,-42,588,0,1729,0,40.39949,64,211,0,0,0
0,-42,588,0,1729,0,40.55249,60,211,0,0,0
0,-42,588,0,1729,0,40.60328,54,211,0,0,0
0,-41,588,0,1729,0,40.70555,48,211,0,0,0
0,-39,588,0,1729,0,40.75628,30,211,0,0,0
0,-39,588,0,1729,0,40.85849,23,211,0,0,0
0,-39,588,0,1729,0,40.90933,16,211,0,0,0
0,-39,588,0,1729,0,40.96015,8,211,0,0,0
0,-38,588,0,1729,0,41.0628,1,211,0,0,0
0,-38,588,0,1729,0,41.11312,-6,211,0,0,0
0,-37,588,0,1729,0,41.21534,-12,211,0,0,0
0,-37,588,0,1729,0,41.26617,-19,211,0,0,0
0,-37,588,0,1729,0,41.36877,-25,211,0,0,0
0,-37,588,0,1729,0,41.52177,-41,211,0,0,0
0,-37,588,0,1729,0,41.52177,-45,211,0,0,0
0,-36,588,0,1729,0,41.67491,-49,211,0,0,0
0,-36,588,0,1729,0,41.72533,-53,211,0,0,0
0,-36,588,0,1729,0,41.82802,-56,211,0,0,0
0,-36,588,0,1729,0,41.87818,-59,211,0,0,0
0,-36,588,0,1729,0,41.87818,-60,211,0,0,0
0,-36,588,0,1729,0,42.03173,-62,211,0,0,0
0,-36,588,0,1729,0,42.03173,-61,211,0,0,0
0,-36,588,0,1729,0,42.08244,-57,211,0,0,0
0,-36,588,0,1729,0,42.13365,-54,211,0,0,0
0,-36,588,0,1729,0,42.23545,-50,211,0,0,0
0,-36,588,0,1729,0,42.28655,-47,211,0,0,0
0,-36,588,0,1729,0,42.43996,-42,211,0,0,0
0,-37,588,0,1729,0,42.54147,-36,211,0,0,0
0,-37,588,0,1729,0,42.59275,-31,211,0,0,0
0,-37,588,0,1729,0,42.69486,-25,211,0,0,0
0,-37,588,0,1729,0,42.74566,-18,211,0,0,0
0,-38,588,0,1729,0,42.84783,-5,211,0,0,0
0,-38,588,0,1729,0,42.89865,2,211,0,0,0
0,-39,588,0,1729,0,42.94952,10,211,0,0,0
0,-41,588,0,1729,0,43.0521,27,211,0,0,0
0,-41,588,0,1729,0,43.1025,35,211,0,0,0
0,-42,588,0,1729,0,43.20509,41,211,0,0,0
0,-42,588,0,1729,0,43.25568,48,211,0,0,0
0,-42,588,0,1729,0,43.35866,54,211,0,0,0
0,-42,588,0,1729,0,43.40858,59,211,0,0,0
0,-43,588,0,1729,0,43.56201,64,211,0,0,0
0,-43,588,0,1729,0,43.66422,68,211,0,0,0
0,-43,588,0,1729,0,43.76604,79,211,0,0,0
0,-43,588,0,1729,0,43.91911,81,211,0,0,0
0,-43,588,0,1729,0,43.96994,82,211,0,0,0
0,-44,588,0,1729,0,44.07219,84,211,0,0,0
0,-44,588,0,1729,0,44.12322,85,211,0,0,0
0,-44,588,0,1729,0,44.22511,84,211,0,0,0
0,-43,588,0,1729,0,44.27581,84,211,0,0,0
0,-43,588,0,1729,0,44.37816,80,211,0,0,0
0,-43,588,0,1729,0,44.42882,70,211,0,0,0
0,-42,588,0,1729,0,44.5307,67,211,0,0,0
0,-42,588,0,1729,0,44.58196,61,211,0,0,0
0,-42,588,0,1729,0,44.68429,56,211,0,0,0
0,-42,588,0,1729,0,44.73508,50,211,0,0,0
0,-41,588,0,1729,0,44.83728,44,211,0,0,0
0,-41,588,0,1729,0,44.99037,38,211,0,0,0
0,-39,588,0,1729,0,45.04109,31,211,0,0,0
0,-38,588,0,1729,0,45.14328,12,211,0,0,0
0,-38,588,0,1729,0,45.19409,5,211,0,0,0
0,-37,588,0,1729,0,45.29594,-2,211,0,0,0
0,-37,588,0,1729,0,45.34715,-8,211,0,0,0
0,-37,588,0,1729,0,45.44933,-16,211,0,0,0
0,-37,588,0,1729,0,45.50015,-21,211,0,0,0
0,-37,588,0,1729,0,45.60238,-27,211,0,0,0
0,-36,588,0,1729,0,45.75537,-33,211,0,0,0
0,-36,588,0,1729,0,45.85751,-38,211,0,0,0
0,-36,588,0,1729,0,45.90804,-48,211,0,0,0
0,-36,588,0,1729,0,46.01068,-56,211,0,0,0
0,-36,588,0,1729,0,46.06098,-59,211,0,0,0
0,-36,588,0,1729,0,46.16315,-60,211,0,0,0
0,-36,588,0,1729,0,46.21417,-60,211,0,0,0
0,-36,588,0,1729,0,46.31672,-60,211,0,0,0
0,-36,588,0,1729,0,46.36716,-60,211,0,0,0
0,-36,588,0,1729,0,46.52061,-57,211,0,0,0
0,-36,588,0,1729,0,46.52061,-56,211,0,0,0
0,-36,588,0,1729,0,46.67352,-53,211,0,0,0
0,-36,588,0,1729,0,46.72445,-50,211,0,0,0
0,-37,588,0,1729,0,46.82654,-45,211,0,0,0
0,-38,588,0,1729,0,46.87752,-27,211,0,0,0
0,-38,588,0,1729,0,46.9796,-21,211,0,0,0
0,-38,588,0,1729,0,47.0305,-14,211,0,0,0
0,-38,588,0,1729,0,47.13269,-8,211,0,0,0
0,-39,588,0,1729,0,47.18349,-1,211,0,0,0
0,-39,588,0,1729,0,47.28571,5,211,0,0,0
0,-41,588,0,1729,0,47.33661,12,211,0,0,0
0,-41,588,0,1729,0,47.43874,19,211,0,0,0
0,-41,588,0,1729,0,47.48948,26,211,0,0,0
0,-42,588,0,1729,0,47.64293,32,211,0,0,0
0,-42,588,0,1729,0,47.74473,49,211,0,0,0
0,-43,588,0,1729,0,47.79555,55,211,0,0,0
0,-43,588,0,1729,0,47.89774,60,211,0,0,0
0,-43,588,0,1729,0,47.94879,64,211,0,0,0
0,-43,588,0,1729,0,48.0513,69,211,0,0,0
0,-43,588,0,1729,0,48.10168,73,211,0,0,0
0,-43,588,0,1729,0,48.15252,76,211,0,0,0
0,-43,588,0,1729,0,48.25505,79,211,0,0,0
0,-43,588,0,1729,0,48.30548,82,211,0,0,0
0,-43,588,0,1729,0,48.35657,82,211,0,0,0
0,-43,588,0,1729,0,48.35657,81,211,0,0,0
0,-43,588,0,1729,0,48.40783,80,211,0,0,0
0,-43,588,0,1729,0,48.56122,78,211,0,0,0
0,-43,588,0,1729,0,48.56122,74,211,0,0,0
0,-43,588,0,1729,0,48.71402,70,211,0,0,0
0,-42,588,0,1729,0,48.76455,57,211,0,0,0
0,-41,588,0,1729,0,48.86715,53,211,0,0,0
0,-41,588,0,1729,0,48.91762,47,211,0,0,0
0,-39,588,0,1729,0,49.02018,41,211,0,0,0
0,-39,588,0,1729,0,49.07063,33,211,0,0,0
0,-38,588,0,1729,0,49.17312,26,211,0,0,0
0,-38,588,0,1729,0,49.22366,20,211,0,0,0
0,-38,588,0,1729,0,49.27464,13,211,0,0,0
0,-37,588,0,1729,0,49.37698,-6,211,0,0,0
0,-37,588,0,1729,0,49.42759,-12,211,0,0,0
0,-36,588,0,1729,0,49.47893,-18,211,0,0,0
0,-36,588,0,1729,0,49.58122,-24,211,0,0,0
0,-36,588,0,1729,0,49.63185,-30,211,0,0,0
0,-36,588,0,1729,0,49.73414,-35,211,0,0,0
0,-36,588,0,1729,0,49.78494,-39,211,0,0,0
0,-36,588,0,1729,0,49.83572,-44,211,0,0,0
0,-36,588,0,1729,0,49.9382,-48,211,0,0,0
0,-36,588,0,1729,0,49.98869,-51,211,0,0,0
0,-36,588,0,1729,0,50.09134,-56,211,0,0,0
0,-36,588,0,1729,0,50.1418,-57,211,0,0,0
0,-36,588,0,1729,0,50.24437,-59,211,0,0,0
0,-36,588,0,1729,0,50.29474,-57,211,0,0,0
0,-36,588,0,1729,0,50.39751,-55,211,0,0,0
0,-37,588,0,1729,0,50.44804,-53,211,0,0,0
0,-37,588,0,1729,0,50.6013,-50,211,0,0,0
0,-37,588,0,1729,0,50.6013,-47,211,0,0,0
0,-37,588,0,1729,0,50.65193,-42,211,0,0,0
0,-38,588,0,1729,0,50.75399,-38,211,0,0,0
0,-38,588,0,1729,0,50.80499,-32,211,0,0,0
0,-38,588,0,1729,0,50.85614,-17,211,0,0,0
0,-39,588,0,1729,0,50.95839,-11,211,0,0,0
0,-39,588,0,1729,0,51.00923,-5,211,0,0,0
0,0,0,0,0,0,51.06005,0,0,0,0,0
0,0,0,0,0,0,51.16265,0,0,0,0,0
0,0,0,0,0,0,51.2131,0,0,0,0,0
0,0,0,0,0,0,51.26387,0,0,0,0,0
0,0,0,0,0,0,51.36638,0,0,0,0,0
0,0,0,0,0,0,51.41699,0,0,0,0,0
0,0,0,0,0,0,51.51944,0,0,0,0,0
0,0,0,0,0,0,51.56988,0,0,0,0,0
0,0,0,0,0,0,51.62123,0,0,0,0,0
0,0,0,0,0,0,51.72333,0,0,0,0,0
0,0,0,0,0,0,51.77423,0,0,0,0,0
0,0,0,0,0,0,51.87607,0,0,0,0,0
0,0,0,0,0,0,51.92728,0,0,0,0,0
0,0,0,0,0,0,52.08065,0,0,0,0,0
0,0,0,0,0,0,52.08065,0,0,0,0,0
0,0,0,0,0,0,52.23376,0,0,0,0,0
0,0,0,0,0,0,52.28426,0,0,0,0,0
0,0,0,0,0,0,52.38639,0,0,0,0,0
0,0,0,0,0,0,52.43729,0,0,0,0,0
0,0,0,0,0,0,52.53962,0,0,0,0,0
0,0,0,0,0,0,52.59024,0,0,0,0,0
0,0,0,0,0,0,52.69234,0,0,0,0,0
0,0,0,0,0,0,52.74331,0,0,0,0,0
0,0,0,0,0,0,52.84584,0,0,0,0,0
0,0,0,0,0,0,52.89627,0,0,0,0,0
0,0,0,0,0,0,52.99876,0,0,0,0,0
0,0,0,0,0,0,53.04934,0,0,0,0,0
0,0,0,0,0,0,53.20273,0,0,0,0,0
0,0,0,0,0,0,53.20273,0,0,0,0,0
0,0,0,0,0,0,53.35579,0,0,0,0,0
0,0,0,0,0,0,53.40639,0,0,0,0,0
0,0,0,0,0,0,53.50875,0,0,0,0,0
0,0,0,0,0,0,53.55936,0,0,0,0,0
0,0,0,0,0,0,53.66186,0,0,0,0,0
0,0,0,0,0,0,53.71237,0,0,0,0,0
0,0,0,0,0,0,53.76363,0,0,0,0,0
0,0,0,0,0,0,53.86592,0,0,0,0,0
0,0,0,0,0,0,53.91661,0,0,0,0,0
0,0,0,0,0,0,54.01843,0,0,0,0,0
0,0,0,0,0,0,54.06985,0,0,0,0,0
0,0,0,0,0,0,54.17221,0,0,0,0,0
0,0,0,0,0,0,54.22271,0,0,0,0,0
0,0,0,0,0,0,54.32487,0,0,0,0,0
0,0,0,0,0,0,54.37579,0,0,0,0,0
0,0,0,0,0,0,54.42659,0,0,0,0,0
0,0,0,0,0,0,54.52916,0,0,0,0,0
